record_date,stmt_fiscal_year,restmt_flag,account_desc,line_item_desc,position_bil_amt,src_line_nbr,record_fiscal_year,record_fiscal_quarter,record_calendar_year,record_calendar_quarter,record_calendar_month,record_calendar_day
2003-09-30,2002,Y,Liabilities,Federal debt securities held by the public and accrued interest,3573.2,10,2003,4,2003,3,09,30
2003-09-30,2003,N,Liabilities,Federal employee and veteran benefits payable,3880.0,11,2003,4,2003,3,09,30
2003-09-30,2002,Y,Liabilities,Federal employee and veteran benefits payable,3589.4,11,2003,4,2003,3,09,30
2003-09-30,2003,N,Liabilities,Environmental and disposal liabilities,249.9,12,2003,4,2003,3,09,30
2003-09-30,2002,Y,Liabilities,Environmental and disposal liabilities,273.0,12,2003,4,2003,3,09,30
2003-09-30,2003,N,Liabilities,Benefits due and payable,100.0,13,2003,4,2003,3,09,30
2003-09-30,2002,Y,Liabilities,Benefits due and payable,95.3,13,2003,4,2003,3,09,30
2003-09-30,2003,N,Liabilities,Loan guarantee liabilities,34.6,14,2003,4,2003,3,09,30
2003-09-30,2002,Y,Liabilities,Loan guarantee liabilities,28.1,14,2003,4,2003,3,09,30
2003-09-30,2003,N,Liabilities,Other liabilities,227.0,15,2003,4,2003,3,09,30
2003-09-30,2002,Y,Liabilities,Other liabilities,201.9,15,2003,4,2003,3,09,30
2003-09-30,2003,N,Liabilities,Total liabilities,8498.6,16,2003,4,2003,3,09,30
2003-09-30,2002,Y,Liabilities,Total liabilities,7816.7,16,2003,4,2003,3,09,30
2003-09-30,2003,N,Net position,Net position,-7104.7,17,2003,4,2003,3,09,30
2003-09-30,2002,Y,Net position,Net position,-6820.2,17,2003,4,2003,3,09,30
2003-09-30,2003,N,Net position,Total liabilities and net position,1393.9,18,2003,4,2003,3,09,30
2003-09-30,2002,Y,Net position,Total liabilities and net position,996.5,18,2003,4,2003,3,09,30
2003-09-30,2003,N,Assets,Cash and other monetary assets,119.6,1,2003,4,2003,3,09,30
2003-09-30,2003,N,Assets,"Accounts receivable, net",33.8,2,2003,4,2003,3,09,30
2003-09-30,2003,N,Assets,"Loans receivable, net",221.1,3,2003,4,2003,3,09,30
2003-09-30,2003,N,Assets,"Taxes receivable, net",22.9,4,2003,4,2003,3,09,30
2003-09-30,2003,N,Assets,"Inventories and related property, net",241.2,5,2003,4,2003,3,09,30
2003-09-30,2002,Y,Assets,Cash and other monetary assets,141.6,1,2003,4,2003,3,09,30
2003-09-30,2002,Y,Assets,"Accounts receivable, net",32.0,2,2003,4,2003,3,09,30
2003-09-30,2002,Y,Assets,"Loans receivable, net",219.2,3,2003,4,2003,3,09,30
2003-09-30,2002,Y,Assets,"Taxes receivable, net",21.4,4,2003,4,2003,3,09,30
2003-09-30,2002,Y,Assets,"Inventories and related property, net",192.2,5,2003,4,2003,3,09,30
2003-09-30,2003,N,Assets,"Property, plant, and equipment, net",658.2,6,2003,4,2003,3,09,30
2003-09-30,2002,Y,Assets,"Property, plant, and equipment, net",324.7,6,2003,4,2003,3,09,30
2003-09-30,2003,N,Assets,Other assets,97.1,7,2003,4,2003,3,09,30
2004-09-30,2003,Y,Assets,Cash and other monetary assets,119.6,1,2004,4,2004,3,09,30
2004-09-30,2003,Y,Assets,"Accounts receivable, net",33.8,2,2004,4,2004,3,09,30
2004-09-30,2003,Y,Assets,"Loans receivable, net",221.1,3,2004,4,2004,3,09,30
2004-09-30,2003,Y,Assets,"Taxes receivable, net",22.9,4,2004,4,2004,3,09,30
2004-09-30,2003,Y,Assets,"Inventories and related property, net",252.7,5,2004,4,2004,3,09,30
2004-09-30,2003,Y,Assets,"Property, plant, and equipment, net",658.2,6,2004,4,2004,3,09,30
2004-09-30,2003,Y,Assets,Other assets,97.1,7,2004,4,2004,3,09,30
2004-09-30,2003,Y,Assets,Total assets,1405.4,8,2004,4,2004,3,09,30
2004-09-30,2003,Y,Liabilities,Accounts payable,62.2,9,2004,4,2004,3,09,30
2004-09-30,2003,Y,Liabilities,Federal debt securities held by the public and accrued interest,3944.9,10,2004,4,2004,3,09,30
2004-09-30,2003,Y,Liabilities,Federal employee and veteran benefits payable,3880.0,11,2004,4,2004,3,09,30
2004-09-30,2003,Y,Liabilities,Environmental and disposal liabilities,249.9,12,2004,4,2004,3,09,30
2004-09-30,2003,Y,Liabilities,Benefits due and payable,100.0,13,2004,4,2004,3,09,30
2004-09-30,2003,Y,Liabilities,Loan guarantee liabilities,34.6,14,2004,4,2004,3,09,30
2004-09-30,2004,N,Liabilities,Other liabilities,260.3,15,2004,4,2004,3,09,30
2004-09-30,2003,Y,Liabilities,Other liabilities,228.0,15,2004,4,2004,3,09,30
2004-09-30,2004,N,Liabilities,Total liabilities,9107.1,16,2004,4,2004,3,09,30
2004-09-30,2003,Y,Liabilities,Total liabilities,8499.6,16,2004,4,2004,3,09,30
2004-09-30,2003,Y,Net position,Net position,-7094.2,17,2004,4,2004,3,09,30
2004-09-30,2003,Y,Net position,Total liabilities and net position,1405.4,18,2004,4,2004,3,09,30
2004-09-30,2004,N,Assets,Cash and other monetary assets,97.0,1,2004,4,2004,3,09,30
2004-09-30,2004,N,Assets,"Accounts receivable, net",35.1,2,2004,4,2004,3,09,30
2004-09-30,2004,N,Assets,"Loans receivable, net",220.9,3,2004,4,2004,3,09,30
2004-09-30,2004,N,Assets,"Taxes receivable, net",21.3,4,2004,4,2004,3,09,30
2004-09-30,2004,N,Assets,"Inventories and related property, net",261.5,5,2004,4,2004,3,09,30
2004-09-30,2004,N,Assets,"Property, plant, and equipment, net",652.7,6,2004,4,2004,3,09,30
2004-09-30,2004,N,Assets,Other assets,108.8,7,2004,4,2004,3,09,30
2004-09-30,2004,N,Assets,Total assets,1397.3,8,2004,4,2004,3,09,30
2004-09-30,2004,N,Liabilities,Accounts payable,60.1,9,2004,4,2004,3,09,30
2004-09-30,2004,N,Liabilities,Federal debt securities held by the public and accrued interest,4329.4,10,2004,4,2004,3,09,30
2004-09-30,2004,N,Liabilities,Federal employee and veteran benefits payable,4062.1,11,2004,4,2004,3,09,30
2004-09-30,2004,N,Liabilities,Environmental and disposal liabilities,249.2,12,2004,4,2004,3,09,30
2004-09-30,2004,N,Liabilities,Benefits due and payable,102.9,13,2004,4,2004,3,09,30
2004-09-30,2004,N,Liabilities,Loan guarantee liabilities,43.1,14,2004,4,2004,3,09,30
2004-09-30,2004,N,Net position,Net position,-7709.8,17,2004,4,2004,3,09,30
2004-09-30,2004,N,Net position,Total liabilities and net position,1397.3,18,2004,4,2004,3,09,30
2005-09-30,2005,N,Net position,Total liabilities and net position,1456.1,19,2005,4,2005,3,09,30
2005-09-30,2005,N,Assets,Cash and other monetary assets,85.8,1,2005,4,2005,3,09,30
2005-09-30,2005,N,Assets,"Accounts and taxes receivable, net",66.1,2,2005,4,2005,3,09,30
2005-09-30,2005,N,Assets,"Loans receivable, net",221.8,3,2005,4,2005,3,09,30
2005-09-30,2005,N,Assets,"Inventories and related property, net",272.0,4,2005,4,2005,3,09,30
2005-09-30,2005,N,Assets,"Property, plant, and equipment, net",678.4,5,2005,4,2005,3,09,30
2005-09-30,2005,N,Assets,Securities and investments,75.3,6,2005,4,2005,3,09,30
2005-09-30,2005,N,Assets,Other assets,56.7,7,2005,4,2005,3,09,30
2005-09-30,2005,N,Assets,Total assets,1456.1,8,2005,4,2005,3,09,30
2005-09-30,2005,N,Liabilities,Accounts payable,67.9,9,2005,4,2005,3,09,30
2005-09-30,2005,N,Liabilities,Federal debt securities held by the public and accrued interest,4624.2,10,2005,4,2005,3,09,30
2005-09-30,2005,N,Liabilities,Federal employee and veteran benefits payable,4491.8,11,2005,4,2005,3,09,30
2005-09-30,2005,N,Liabilities,Environmental and disposal liabilities,259.8,12,2005,4,2005,3,09,30
2005-09-30,2005,N,Liabilities,Benefits due and payable,117.0,13,2005,4,2005,3,09,30
2005-09-30,2005,N,Liabilities,Insurance program liabilities,93.2,14,2005,4,2005,3,09,30
2005-09-30,2005,N,Liabilities,Loan guarantee liabilities,47.7,15,2005,4,2005,3,09,30
2005-09-30,2005,N,Liabilities,Other liabilities,213.2,16,2005,4,2005,3,09,30
2005-09-30,2005,N,Liabilities,Total liabilities,9914.8,17,2005,4,2005,3,09,30
2005-09-30,2005,N,Net position,Net position,-8458.7,18,2005,4,2005,3,09,30
2005-09-30,2004,Y,Assets,Cash and other monetary assets,97.0,1,2005,4,2005,3,09,30
2005-09-30,2004,Y,Assets,"Accounts and taxes receivable, net",56.4,2,2005,4,2005,3,09,30
2005-09-30,2004,Y,Assets,"Loans receivable, net",220.9,3,2005,4,2005,3,09,30
2005-09-30,2004,Y,Assets,"Inventories and related property, net",261.5,4,2005,4,2005,3,09,30
2005-09-30,2004,Y,Assets,"Property, plant, and equipment, net",652.7,5,2005,4,2005,3,09,30
2005-09-30,2004,Y,Assets,Securities and investments,57.1,6,2005,4,2005,3,09,30
2005-09-30,2004,Y,Assets,Other assets,51.7,7,2005,4,2005,3,09,30
2005-09-30,2004,Y,Assets,Total assets,1397.3,8,2005,4,2005,3,09,30
2005-09-30,2004,Y,Liabilities,Accounts payable,60.1,9,2005,4,2005,3,09,30
2005-09-30,2004,Y,Liabilities,Federal debt securities held by the public and accrued interest,4329.4,10,2005,4,2005,3,09,30
2005-09-30,2004,Y,Liabilities,Federal employee and veteran benefits payable,4062.1,11,2005,4,2005,3,09,30
2005-09-30,2004,Y,Liabilities,Environmental and disposal liabilities,249.2,12,2005,4,2005,3,09,30
2005-09-30,2004,Y,Liabilities,Benefits due and payable,102.9,13,2005,4,2005,3,09,30
2005-09-30,2004,Y,Liabilities,Insurance program liabilities,62.2,14,2005,4,2005,3,09,30
2005-09-30,2004,Y,Liabilities,Loan guarantee liabilities,43.1,15,2005,4,2005,3,09,30
2005-09-30,2004,Y,Liabilities,Other liabilities,198.1,16,2005,4,2005,3,09,30
2005-09-30,2004,Y,Liabilities,Total liabilities,9107.1,17,2005,4,2005,3,09,30
2005-09-30,2004,Y,Net position,Net position,-7709.8,18,2005,4,2005,3,09,30
2005-09-30,2004,Y,Net position,Total liabilities and net position,1397.3,19,2005,4,2005,3,09,30
2006-09-30,2005,Y,Assets,Cash and other monetary assets,85.8,1,2006,4,2006,3,09,30
2006-09-30,2005,Y,Assets,"Accounts and taxes receivable, net",66.1,2,2006,4,2006,3,09,30
2006-09-30,2005,Y,Assets,"Loans receivable, net",221.8,3,2006,4,2006,3,09,30
2006-09-30,2005,Y,Assets,"Inventories and related property, net",272.0,4,2006,4,2006,3,09,30
2006-09-30,2005,Y,Assets,"Property, plant, and equipment, net",670.2,5,2006,4,2006,3,09,30
2006-09-30,2005,Y,Assets,Securities and investments,75.3,6,2006,4,2006,3,09,30
2006-09-30,2005,Y,Assets,Other assets,56.7,7,2006,4,2006,3,09,30
2006-09-30,2005,Y,Assets,Total assets,1447.9,8,2006,4,2006,3,09,30
2006-09-30,2005,Y,Liabilities,Accounts payable,67.9,9,2006,4,2006,3,09,30
2006-09-30,2005,Y,Liabilities,Federal debt securities held by the public and accrued interest,4624.2,10,2006,4,2006,3,09,30
2006-09-30,2005,Y,Liabilities,Federal employee and veteran benefits payable,4491.8,11,2006,4,2006,3,09,30
2006-09-30,2005,Y,Liabilities,Environmental and disposal liabilities,259.8,12,2006,4,2006,3,09,30
2006-09-30,2005,Y,Liabilities,Benefits due and payable,117.0,13,2006,4,2006,3,09,30
2006-09-30,2005,Y,Liabilities,Insurance program liabilities,93.2,14,2006,4,2006,3,09,30
2006-09-30,2006,N,Liabilities,Loan guarantee liabilities,66.4,15,2006,4,2006,3,09,30
2006-09-30,2005,Y,Liabilities,Loan guarantee liabilities,47.7,15,2006,4,2006,3,09,30
2006-09-30,2005,Y,Liabilities,Other liabilities,213.2,16,2006,4,2006,3,09,30
2006-09-30,2006,N,Liabilities,Total liabilities,10412.9,17,2006,4,2006,3,09,30
2006-09-30,2005,Y,Liabilities,Total liabilities,9914.8,17,2006,4,2006,3,09,30
2006-09-30,2006,N,Net position,Earmarked funds,419.2,18,2006,4,2006,3,09,30
2006-09-30,2005,Y,Net position,Earmarked funds,null,18,2006,4,2006,3,09,30
2006-09-30,2006,N,Net position,Non-earmarked funds,-9335.6,19,2006,4,2006,3,09,30
2006-09-30,2005,Y,Net position,Non-earmarked funds,null,19,2006,4,2006,3,09,30
2006-09-30,2006,N,Net position,Total net position,-8916.4,20,2006,4,2006,3,09,30
2006-09-30,2005,Y,Net position,Total net position,-8466.9,20,2006,4,2006,3,09,30
2006-09-30,2006,N,Net position,Total liabilities and net position,1496.5,21,2006,4,2006,3,09,30
2006-09-30,2005,Y,Net position,Total liabilities and net position,1447.9,21,2006,4,2006,3,09,30
2006-09-30,2006,N,Assets,Cash and other monetary assets,97.9,1,2006,4,2006,3,09,30
2006-09-30,2006,N,Assets,"Accounts and taxes receivable, net",68.8,2,2006,4,2006,3,09,30
2006-09-30,2006,N,Assets,"Loans receivable, net",220.8,3,2006,4,2006,3,09,30
2006-09-30,2006,N,Assets,"Inventories and related property, net",281.3,4,2006,4,2006,3,09,30
2006-09-30,2006,N,Assets,"Property, plant, and equipment, net",688.5,5,2006,4,2006,3,09,30
2006-09-30,2006,N,Assets,Securities and investments,83.8,6,2006,4,2006,3,09,30
2006-09-30,2006,N,Assets,Total assets,1496.5,8,2006,4,2006,3,09,30
2006-09-30,2006,N,Liabilities,Accounts payable,58.4,9,2006,4,2006,3,09,30
2006-09-30,2006,N,Liabilities,Federal debt securities held by the public and accrued interest,4867.5,10,2006,4,2006,3,09,30
2006-09-30,2006,N,Liabilities,Federal employee and veteran benefits payable,4679.0,11,2006,4,2006,3,09,30
2006-09-30,2006,N,Liabilities,Environmental and disposal liabilities,305.2,12,2006,4,2006,3,09,30
2006-09-30,2006,N,Liabilities,Benefits due and payable,129.3,13,2006,4,2006,3,09,30
2006-09-30,2006,N,Liabilities,Insurance program liabilities,72.8,14,2006,4,2006,3,09,30
2006-09-30,2006,N,Assets,Other assets,55.4,7,2006,4,2006,3,09,30
2006-09-30,2006,N,Liabilities,Other liabilities,234.3,16,2006,4,2006,3,09,30
2007-09-30,2006,Y,Assets,Cash and other monetary assets,97.9,1,2007,4,2007,3,09,30
2007-09-30,2007,N,Assets,Other assets,65.4,7,2007,4,2007,3,09,30
2007-09-30,2007,N,Assets,Total assets,1581.1,8,2007,4,2007,3,09,30
2007-09-30,2007,N,Liabilities,Accounts payable,66.2,9,2007,4,2007,3,09,30
2007-09-30,2006,Y,Assets,"Accounts and taxes receivable, net",68.8,2,2007,4,2007,3,09,30
2007-09-30,2006,Y,Assets,"Loans receivable, net",220.8,3,2007,4,2007,3,09,30
2007-09-30,2006,Y,Assets,"Inventories and related property, net",281.3,4,2007,4,2007,3,09,30
2007-09-30,2006,Y,Assets,"Property, plant, and equipment, net",688.5,5,2007,4,2007,3,09,30
2007-09-30,2006,Y,Assets,Securities and investments,83.8,6,2007,4,2007,3,09,30
2007-09-30,2006,Y,Assets,Other assets,55.4,7,2007,4,2007,3,09,30
2007-09-30,2006,Y,Assets,Total assets,1496.5,8,2007,4,2007,3,09,30
2007-09-30,2006,Y,Liabilities,Accounts payable,58.4,9,2007,4,2007,3,09,30
2007-09-30,2007,N,Liabilities,Federal debt securities held by the public and accrued interest,5077.7,10,2007,4,2007,3,09,30
2007-09-30,2006,Y,Liabilities,Federal debt securities held by the public and accrued interest,4867.5,10,2007,4,2007,3,09,30
2007-09-30,2007,N,Liabilities,Federal employee and veteran benefits payable,4769.1,11,2007,4,2007,3,09,30
2007-09-30,2006,Y,Liabilities,Federal employee and veteran benefits payable,4679.0,11,2007,4,2007,3,09,30
2007-09-30,2007,N,Liabilities,Environmental and disposal liabilities,342.0,12,2007,4,2007,3,09,30
2007-09-30,2006,Y,Liabilities,Environmental and disposal liabilities,305.2,12,2007,4,2007,3,09,30
2007-09-30,2007,N,Liabilities,Benefits due and payable,133.7,13,2007,4,2007,3,09,30
2007-09-30,2006,Y,Liabilities,Benefits due and payable,129.3,13,2007,4,2007,3,09,30
2007-09-30,2007,N,Liabilities,Insurance program liabilities,70.9,14,2007,4,2007,3,09,30
2007-09-30,2006,Y,Liabilities,Insurance program liabilities,72.8,14,2007,4,2007,3,09,30
2007-09-30,2007,N,Liabilities,Loan guarantee liabilities,69.1,15,2007,4,2007,3,09,30
2007-09-30,2006,Y,Liabilities,Loan guarantee liabilities,66.4,15,2007,4,2007,3,09,30
2007-09-30,2007,N,Assets,Cash and other monetary assets,128.0,1,2007,4,2007,3,09,30
2007-09-30,2007,N,Assets,"Accounts and taxes receivable, net",87.8,2,2007,4,2007,3,09,30
2007-09-30,2007,N,Assets,"Loans receivable, net",231.9,3,2007,4,2007,3,09,30
2007-09-30,2007,N,Assets,"Inventories and related property, net",277.1,4,2007,4,2007,3,09,30
2007-09-30,2007,N,Assets,"Property, plant, and equipment, net",691.1,5,2007,4,2007,3,09,30
2007-09-30,2007,N,Assets,Securities and investments,99.8,6,2007,4,2007,3,09,30
2007-09-30,2007,N,Liabilities,Other liabilities,258.2,16,2007,4,2007,3,09,30
2007-09-30,2006,Y,Liabilities,Other liabilities,234.3,16,2007,4,2007,3,09,30
2007-09-30,2007,N,Liabilities,Total liabilities,10786.9,17,2007,4,2007,3,09,30
2007-09-30,2006,Y,Liabilities,Total liabilities,10412.9,17,2007,4,2007,3,09,30
2007-09-30,2007,N,Net position,Earmarked funds,614.1,18,2007,4,2007,3,09,30
2007-09-30,2006,Y,Net position,Earmarked funds,419.2,18,2007,4,2007,3,09,30
2007-09-30,2007,N,Net position,Non-earmarked funds,-9819.9,19,2007,4,2007,3,09,30
2007-09-30,2006,Y,Net position,Non-earmarked funds,-9335.6,19,2007,4,2007,3,09,30
2007-09-30,2007,N,Net position,Total net position,-9205.8,20,2007,4,2007,3,09,30
2007-09-30,2006,Y,Net position,Total net position,-8916.4,20,2007,4,2007,3,09,30
2007-09-30,2007,N,Net position,Total liabilities and net position,1581.1,21,2007,4,2007,3,09,30
2007-09-30,2006,Y,Net position,Total liabilities and net position,1496.5,21,2007,4,2007,3,09,30
2008-09-30,2007,Y,Assets,Cash and other monetary assets,128.0,1,2008,4,2008,3,09,30
2008-09-30,2007,Y,Assets,"Accounts and taxes receivable, net",87.8,2,2008,4,2008,3,09,30
2008-09-30,2007,Y,Assets,"Loans receivable, net",231.9,3,2008,4,2008,3,09,30
2008-09-30,2007,Y,Assets,"Inventories and related property, net",277.1,4,2008,4,2008,3,09,30
2008-09-30,2007,Y,Assets,"Property, plant, and equipment, net",691.1,5,2008,4,2008,3,09,30
2008-09-30,2007,Y,Assets,Securities and investments,99.8,6,2008,4,2008,3,09,30
2008-09-30,2007,Y,Assets,Investments in Government sponsored enterprises,null,7,2008,4,2008,3,09,30
2008-09-30,2007,Y,Assets,Other assets,65.4,8,2008,4,2008,3,09,30
2008-09-30,2007,Y,Assets,Total assets,1581.1,9,2008,4,2008,3,09,30
2008-09-30,2007,Y,Liabilities,Accounts payable,66.2,10,2008,4,2008,3,09,30
2008-09-30,2007,Y,Liabilities,Federal debt securities held by the public and accrued interest,5077.7,11,2008,4,2008,3,09,30
2008-09-30,2007,Y,Liabilities,Federal employee and veteran benefits payable,4769.1,12,2008,4,2008,3,09,30
2008-09-30,2007,Y,Liabilities,Environmental and disposal liabilities,342.0,13,2008,4,2008,3,09,30
2008-09-30,2007,Y,Liabilities,Benefits due and payable,133.7,14,2008,4,2008,3,09,30
2008-09-30,2007,Y,Liabilities,Insurance program liabilities,72.7,15,2008,4,2008,3,09,30
2008-09-30,2007,Y,Liabilities,Loan guarantee liabilities,69.1,16,2008,4,2008,3,09,30
2008-09-30,2007,Y,Liabilities,Keepwell payable,null,17,2008,4,2008,3,09,30
2008-09-30,2007,Y,Liabilities,Other liabilities,256.4,18,2008,4,2008,3,09,30
2008-09-30,2007,Y,Liabilities,Total liabilities,10786.9,19,2008,4,2008,3,09,30
2008-09-30,2007,Y,Net position,Earmarked funds,620.2,20,2008,4,2008,3,09,30
2008-09-30,2007,Y,Net position,Non-earmarked funds,-9826.0,21,2008,4,2008,3,09,30
2008-09-30,2007,Y,Net position,Total net position,-9205.8,22,2008,4,2008,3,09,30
2008-09-30,2008,N,Net position,Total liabilities and net position,1974.7,23,2008,4,2008,3,09,30
2008-09-30,2007,Y,Net position,Total liabilities and net position,1581.1,23,2008,4,2008,3,09,30
2008-09-30,2008,N,Assets,"Accounts and taxes receivable, net",93.0,2,2008,4,2008,3,09,30
2008-09-30,2008,N,Assets,"Loans receivable, net",263.4,3,2008,4,2008,3,09,30
2008-09-30,2008,N,Assets,"Inventories and related property, net",289.6,4,2008,4,2008,3,09,30
2008-09-30,2008,N,Assets,"Property, plant, and equipment, net",737.7,5,2008,4,2008,3,09,30
2008-09-30,2008,N,Assets,Securities and investments,79.6,6,2008,4,2008,3,09,30
2008-09-30,2008,N,Assets,Investments in Government sponsored enterprises,7.0,7,2008,4,2008,3,09,30
2008-09-30,2008,N,Assets,Other assets,79.9,8,2008,4,2008,3,09,30
2008-09-30,2008,N,Assets,Total assets,1974.7,9,2008,4,2008,3,09,30
2008-09-30,2008,N,Liabilities,Accounts payable,73.3,10,2008,4,2008,3,09,30
2008-09-30,2008,N,Liabilities,Federal debt securities held by the public and accrued interest,5836.2,11,2008,4,2008,3,09,30
2008-09-30,2008,N,Liabilities,Federal employee and veteran benefits payable,5318.9,12,2008,4,2008,3,09,30
2008-09-30,2008,N,Liabilities,Environmental and disposal liabilities,342.8,13,2008,4,2008,3,09,30
2008-09-30,2008,N,Liabilities,Benefits due and payable,144.4,14,2008,4,2008,3,09,30
2008-09-30,2008,N,Liabilities,Insurance program liabilities,77.8,15,2008,4,2008,3,09,30
2008-09-30,2008,N,Liabilities,Loan guarantee liabilities,72.9,16,2008,4,2008,3,09,30
2008-09-30,2008,N,Liabilities,Keepwell payable,13.8,17,2008,4,2008,3,09,30
2008-09-30,2008,N,Liabilities,Other liabilities,298.1,18,2008,4,2008,3,09,30
2008-09-30,2008,N,Liabilities,Total liabilities,12178.2,19,2008,4,2008,3,09,30
2008-09-30,2008,N,Net position,Earmarked funds,704.6,20,2008,4,2008,3,09,30
2008-09-30,2008,N,Net position,Non-earmarked funds,-10908.1,21,2008,4,2008,3,09,30
2008-09-30,2008,N,Net position,Total net position,-10203.5,22,2008,4,2008,3,09,30
2008-09-30,2008,N,Assets,Cash and other monetary assets,424.5,1,2008,4,2008,3,09,30
2009-09-30,2008,Y,Assets,Cash and other monetary assets,424.5,1,2009,4,2009,3,09,30
2009-09-30,2008,Y,Assets,"Accounts and taxes receivable, net",93.0,2,2009,4,2009,3,09,30
2009-09-30,2008,Y,Assets,"Loans receivable and mortgage backed securities, net",253.8,3,2009,4,2009,3,09,30
2009-09-30,2008,Y,Assets,"TARP direct loans and equity investments, net",null,4,2009,4,2009,3,09,30
2009-09-30,2008,Y,Assets,Beneficial interest in trust,null,5,2009,4,2009,3,09,30
2009-09-30,2008,Y,Assets,"Inventories and related property, net",289.6,6,2009,4,2009,3,09,30
2009-09-30,2008,Y,Assets,"Property, plant, and equipment, net",737.7,7,2009,4,2009,3,09,30
2009-09-30,2008,Y,Assets,Securities and investments,79.6,8,2009,4,2009,3,09,30
2009-09-30,2008,Y,Assets,Investments in Government sponsored enterprises,7.0,9,2009,4,2009,3,09,30
2009-09-30,2008,Y,Assets,Other assets,89.5,10,2009,4,2009,3,09,30
2009-09-30,2008,Y,Assets,Total assets,1974.7,11,2009,4,2009,3,09,30
2009-09-30,2008,Y,Liabilities,Accounts payable,73.3,12,2009,4,2009,3,09,30
2009-09-30,2008,Y,Liabilities,Federal debt securities held by the public and accrued interest,5836.2,13,2009,4,2009,3,09,30
2009-09-30,2008,Y,Liabilities,Federal employee and veteran benefits payable,5318.9,14,2009,4,2009,3,09,30
2009-09-30,2008,Y,Liabilities,Environmental and disposal liabilities,342.8,15,2009,4,2009,3,09,30
2009-09-30,2008,Y,Liabilities,Benefits due and payable,144.4,16,2009,4,2009,3,09,30
2009-09-30,2008,Y,Liabilities,Insurance and guarantee program liabilities,85.1,17,2009,4,2009,3,09,30
2009-09-30,2008,Y,Liabilities,Loan guarantee liabilities,72.9,18,2009,4,2009,3,09,30
2009-09-30,2008,Y,Liabilities,Liquidity guarantee,13.8,19,2009,4,2009,3,09,30
2009-09-30,2008,Y,Liabilities,Other liabilities,290.8,20,2009,4,2009,3,09,30
2009-09-30,2008,Y,Liabilities,Total liabilities,12178.2,21,2009,4,2009,3,09,30
2009-09-30,2008,Y,Net position,Earmarked funds,704.6,22,2009,4,2009,3,09,30
2009-09-30,2008,Y,Net position,Non-earmarked funds,-10908.1,23,2009,4,2009,3,09,30
2009-09-30,2008,Y,Net position,Total net position,-10203.5,24,2009,4,2009,3,09,30
2009-09-30,2008,Y,Net position,Total liabilities and net position,1974.7,25,2009,4,2009,3,09,30
2009-09-30,2009,N,Liabilities,Total liabilities,14123.8,21,2009,4,2009,3,09,30
2009-09-30,2009,N,Net position,Earmarked funds,752.7,22,2009,4,2009,3,09,30
2009-09-30,2009,N,Net position,Non-earmarked funds,-12208.6,23,2009,4,2009,3,09,30
2009-09-30,2009,N,Assets,Other assets,155.9,10,2009,4,2009,3,09,30
2009-09-30,2009,N,Net position,Total net position,-11455.9,24,2009,4,2009,3,09,30
2009-09-30,2009,N,Net position,Total liabilities and net position,2667.9,25,2009,4,2009,3,09,30
2009-09-30,2009,N,Assets,Cash and other monetary assets,393.2,1,2009,4,2009,3,09,30
2009-09-30,2009,N,Assets,"Accounts and taxes receivable, net",90.2,2,2009,4,2009,3,09,30
2009-09-30,2009,N,Assets,"Loans receivable and mortgage backed securities, net",538.9,3,2009,4,2009,3,09,30
2009-09-30,2009,N,Assets,"TARP direct loans and equity investments, net",239.7,4,2009,4,2009,3,09,30
2009-09-30,2009,N,Assets,Beneficial interest in trust,23.5,5,2009,4,2009,3,09,30
2009-09-30,2009,N,Assets,"Inventories and related property, net",284.6,6,2009,4,2009,3,09,30
2009-09-30,2009,N,Assets,"Property, plant, and equipment, net",784.1,7,2009,4,2009,3,09,30
2009-09-30,2009,N,Assets,Securities and investments,93.1,8,2009,4,2009,3,09,30
2009-09-30,2009,N,Assets,Investments in Government sponsored enterprises,64.7,9,2009,4,2009,3,09,30
2009-09-30,2009,N,Assets,Total assets,2667.9,11,2009,4,2009,3,09,30
2009-09-30,2009,N,Liabilities,Accounts payable,73.2,12,2009,4,2009,3,09,30
2009-09-30,2009,N,Liabilities,Federal debt securities held by the public and accrued interest,7582.7,13,2009,4,2009,3,09,30
2009-09-30,2009,N,Liabilities,Federal employee and veteran benefits payable,5283.7,14,2009,4,2009,3,09,30
2009-09-30,2009,N,Liabilities,Environmental and disposal liabilities,341.8,15,2009,4,2009,3,09,30
2009-09-30,2009,N,Liabilities,Benefits due and payable,160.8,16,2009,4,2009,3,09,30
2009-09-30,2009,N,Liabilities,Insurance and guarantee program liabilities,166.2,17,2009,4,2009,3,09,30
2009-09-30,2009,N,Liabilities,Loan guarantee liabilities,69.4,18,2009,4,2009,3,09,30
2009-09-30,2009,N,Liabilities,Liquidity guarantee,91.9,19,2009,4,2009,3,09,30
2009-09-30,2009,N,Liabilities,Other liabilities,354.1,20,2009,4,2009,3,09,30
2010-09-30,2009,Y,Assets,Cash and other monetary assets,393.2,1,2010,4,2010,3,09,30
2010-09-30,2009,Y,Assets,"Accounts and taxes receivable, net",87.4,2,2010,4,2010,3,09,30
2010-09-30,2009,Y,Assets,"Loans receivable and mortgage backed securities, net",538.9,3,2010,4,2010,3,09,30
2010-09-30,2010,N,Assets,"TARP direct loans and equity investments, net",144.7,4,2010,4,2010,3,09,30
2010-09-30,2009,Y,Assets,"TARP direct loans and equity investments, net",239.7,4,2010,4,2010,3,09,30
